상표,주유소명,주소,시군구,유종별 가격,부가정보
GS칼텍스,㈜지에스이앤알 보라주유소,서울 영등포구 영등포로 399 (신길동),영등포구,"{'고급휘발유': '1,869원', '보통휘발유': '1,669원', '경유': '1,528원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
HD현대오일뱅크,HD현대오일뱅크㈜직영 대일셀프주유소,서울 영등포구 영등포로 168,영등포구,"{'고급휘발유': '1,889원', '보통휘발유': '1,698원', '경유': '1,574원', '실내등유': '1,400원'}","{'세차장 여부': 'N', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
GS칼텍스,지에스칼텍스㈜ 화일주유소,서울 영등포구 도림로 415,영등포구,"{'고급휘발유': '1,894원', '보통휘발유': '1,694원', '경유': '1,569원', '실내등유': '1,520원'}","{'세차장 여부': 'N', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
SK에너지,SK에너지(주) 기린주유소,서울 영등포구 선유로 270,영등포구,"{'고급휘발유': '1,899원', '보통휘발유': '1,758원', '경유': '1,649원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'Y', '24시 영업 여부': 'Y'}"
SK에너지,SK에너지(주) 신길동주유소,서울 영등포구 영등포로 348 (신길동),영등포구,"{'고급휘발유': '1,899원', '보통휘발유': '1,714원', '경유': '1,575원', '실내등유': '1,450원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
S-OIL,씨앤에스유통 한성주유소,서울 영등포구 여의대방로 227,영등포구,"{'고급휘발유': '1,935원', '보통휘발유': '1,695원', '경유': '1,575원'}","{'세차장 여부': 'N', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
S-OIL,씨앤에스유통(주) 한일주유소,서울 영등포구 도림로 486 (문래동3가),영등포구,"{'고급휘발유': '1,938원', '보통휘발유': '1,694원', '경유': '1,554원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
HD현대오일뱅크,국회대로주유소,서울 영등포구 국회대로 746 (여의도동),영등포구,"{'고급휘발유': '2,198원', '보통휘발유': '1,799원', '경유': '1,689원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
GS칼텍스,성원이앤에스(주)영등포지점,서울 영등포구 국회대로52길 9-13 (영등포동7가),영등포구,"{'고급휘발유': '2,275원', '보통휘발유': '2,095원', '경유': '1,998원', '실내등유': '1,700원'}","{'세차장 여부': 'N', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
SK에너지,버드나룻길주유소,서울 영등포구 버드나루로 111 (당산동),영등포구,"{'고급휘발유': '2,295원', '보통휘발유': '2,185원', '경유': '2,045원', '실내등유': '1,640원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
SK에너지,KH에너지㈜직영 KH여의도주유소,서울 영등포구 국회대로 794 (여의도동),영등포구,"{'고급휘발유': '2,310원', '보통휘발유': '2,195원', '경유': '2,189원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
GS칼텍스,SJ오일(주) 여의도주유소,서울 영등포구 은행로 64,영등포구,"{'고급휘발유': '2,410원', '보통휘발유': '2,255원', '경유': '2,195원', '실내등유': '1,750원'}","{'세차장 여부': 'Y', '충전소 여부': 'Y', '경정비 여부': 'N', '편의점 여부': 'Y', '24시 영업 여부': 'Y'}"
HD현대오일뱅크,영등포제일셀프주유소,서울 영등포구 가마산로 379,영등포구,"{'보통휘발유': '1,648원', '경유': '1,518원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'Y', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
GS칼텍스,(주)대청에너지 대청주유소,서울 영등포구 가마산로 328 (대림동),영등포구,"{'보통휘발유': '1,648원', '경유': '1,518원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'Y', '편의점 여부': 'N', '24시 영업 여부': 'Y'}"
HD현대오일뱅크,(주)MS오일,서울 영등포구 대림로 230,영등포구,"{'보통휘발유': '1,648원', '경유': '1,518원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
SK에너지,행촌주유소,서울 영등포구 도신로 130 (신길동),영등포구,"{'보통휘발유': '1,648원', '경유': '1,518원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'Y', '24시 영업 여부': 'Y'}"
S-OIL,성락주유소,서울 영등포구 가마산로 414 (신길동),영등포구,"{'보통휘발유': '1,648원', '경유': '1,518원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
알뜰주유소,도림주유소,서울 영등포구 도림로 343 (도림동),영등포구,"{'보통휘발유': '1,648원', '경유': '1,518원'}","{'세차장 여부': 'N', '충전소 여부': 'N', '경정비 여부': 'Y', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
GS칼텍스,㈜지에스이앤알 모드니주유소,서울 영등포구 경인로 789,영등포구,"{'보통휘발유': '1,669원', '경유': '1,528원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
SK에너지,SK에너지(주) 양평주유소,서울 영등포구 선유로 195 (양평동3가),영등포구,"{'보통휘발유': '1,724원', '경유': '1,616원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'Y'}"
GS칼텍스,(주)한미석유 제2한강주유소,서울 영등포구 선유로 260 (양평동4가),영등포구,"{'보통휘발유': '1,724원', '경유': '1,645원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
S-OIL,선유도주유소,서울 영등포구 양평로 141 (양평동5가),영등포구,"{'보통휘발유': '1,768원', '경유': '1,655원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
GS칼텍스,(주)영원 풍기주유소,서울 용산구 원효로 178 (원효로2가),용산구,"{'고급휘발유': '2,298원', '보통휘발유': '2,099원', '경유': '1,988원', '실내등유': '1,750원'}","{'세차장 여부': 'N', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'Y', '24시 영업 여부': 'N'}"
HD현대오일뱅크,HD현대오일뱅크(주)직영 소월길주유소,서울 용산구 소월로 66 (후암동),용산구,"{'고급휘발유': '2,332원', '보통휘발유': '2,291원', '경유': '2,029원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
HD현대오일뱅크,HD현대오일뱅크㈜직영 강변현대주유소,서울 용산구 원효로 9 (청암동),용산구,"{'고급휘발유': '2,369원', '보통휘발유': '2,099원', '경유': '1,989원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'Y', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
HD현대오일뱅크,HD현대오일뱅크㈜직영 한남동주유소,서울 용산구 한남대로 204 (한남동),용산구,"{'고급휘발유': '2,389원', '보통휘발유': '1,961원', '경유': '1,868원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'Y', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
HD현대오일뱅크,HD현대오일뱅크㈜직영 갈월동주유소,서울특별시 용산구 한강대로 322 (남영동),용산구,"{'고급휘발유': '2,389원', '보통휘발유': '2,281원', '경유': '2,039원', '실내등유': '1,579원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'Y', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
SK에너지,동자동주유소,서울 용산구 한강대로104길 6 (동자동),용산구,"{'고급휘발유': '2,390원', '보통휘발유': '2,281원', '경유': '2,038원', '실내등유': '1,650원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
SK에너지,(주)신태성주유소,서울 용산구 원효로 147 (원효로3가),용산구,"{'고급휘발유': '2,393원', '보통휘발유': '2,189원', '경유': '2,057원', '실내등유': '1,593원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
SK에너지,(주)남경주유소,서울 용산구 녹사평대로11길 24,용산구,"{'고급휘발유': '2,405원', '보통휘발유': '2,186원', '경유': '2,089원', '실내등유': '1,657원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'Y', '편의점 여부': 'N', '24시 영업 여부': 'Y'}"
SK에너지,에너비스,서울 용산구 한남대로 82 (한남동),용산구,"{'고급휘발유': '2,497원', '보통휘발유': '2,297원', '경유': '2,197원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
SK에너지,한남지점,서울 용산구 한남대로21길 4 (한남동),용산구,"{'고급휘발유': '2,497원', '보통휘발유': '2,297원', '경유': '2,197원'}","{'세차장 여부': 'N', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
SK에너지,한석주유소,서울 용산구 이촌로 164,용산구,"{'고급휘발유': '2,502원', '보통휘발유': '2,310원', '경유': '2,192원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'Y'}"
GS칼텍스,서계주유소,서울 용산구 청파로 367 (청파동),용산구,"{'고급휘발유': '3,301원', '보통휘발유': '2,971원', '경유': '2,940원', '실내등유': '2,470원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
HD현대오일뱅크,(주)아이에스피에너지(서울서부고속주유소),서울 은평구 응암로 163,은평구,"{'고급휘발유': '1,839원', '보통휘발유': '1,664원', '경유': '1,554원'}","{'세차장 여부': 'N', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
HD현대오일뱅크,(주)디오티디 은평유니콘주유소,서울 은평구 통일로 1151 (진관동),은평구,"{'고급휘발유': '1,844원', '보통휘발유': '1,644원', '경유': '1,504원', '실내등유': '1,449원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
HD현대오일뱅크,불광주유소,서울 은평구 연서로 314,은평구,"{'고급휘발유': '1,898원', '보통휘발유': '1,654원', '경유': '1,514원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
GS칼텍스,지에스칼텍스(주)수색뉴타운주유소,서울 은평구 수색로 350 (수색동),은평구,"{'고급휘발유': '1,904원', '보통휘발유': '1,654원', '경유': '1,544원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
GS칼텍스,지에스칼텍스㈜ 신사제일주유소,서울 은평구 증산로 423 (신사동),은평구,"{'고급휘발유': '1,909원', '보통휘발유': '1,659원', '경유': '1,554원', '실내등유': '1,454원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'Y'}"
GS칼텍스,지에스칼텍스㈜ 서부주유소,서울 은평구 응암로 210 (응암동),은평구,"{'고급휘발유': '1,914원', '보통휘발유': '1,659원', '경유': '1,554원', '실내등유': '1,452원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'Y', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
GS칼텍스,대성산업㈜ 대성주유소,서울 은평구 통일로 642,은평구,"{'고급휘발유': '1,915원', '보통휘발유': '1,685원', '경유': '1,545원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'Y'}"
GS칼텍스,성원이앤에스(주)은평지점,서울 은평구 통일로 968 (진관동),은평구,"{'고급휘발유': '1,925원', '보통휘발유': '1,695원', '경유': '1,565원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
SK에너지,박석고개주유소,서울 은평구 통일로 945 (갈현동),은평구,"{'보통휘발유': '1,644원', '경유': '1,504원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'Y'}"
S-OIL,㈜한화미 구파발주유소,서울 은평구 통일로 1031,은평구,"{'보통휘발유': '1,644원', '경유': '1,504원'}","{'세차장 여부': 'N', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
SK에너지,타이거주유소,서울 은평구 수색로 188 (증산동),은평구,"{'보통휘발유': '1,654원', '경유': '1,544원', '실내등유': '1,600원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
S-OIL,㈜오일닷컴 다회주유소,서울 은평구 증산로 441,은평구,"{'보통휘발유': '1,659원', '경유': '1,554원'}","{'세차장 여부': 'N', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
HD현대오일뱅크,(주)명연에너지 수색훼미리주유소,서울 은평구 수색로 236 (수색동),은평구,"{'보통휘발유': '1,685원', '경유': '1,585원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
SK에너지,㈜삼호에너지 은평뉴타운셀프주유소,서울 은평구 통일로 924 (불광동),은평구,"{'보통휘발유': '1,715원', '경유': '1,585원', '실내등유': '1,495원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'Y', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
자가상표,코끼리주유소,서울 은평구 서오릉로 41 (녹번동),은평구,"{'보통휘발유': '1,783원', '경유': '1,653원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
HD현대오일뱅크,㈜지에스이앤알 평창주유소,서울 종로구 평창문화로 135 (평창동),종로구,"{'고급휘발유': '1,949원', '보통휘발유': '1,719원', '경유': '1,659원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
HD현대오일뱅크,HD현대오일뱅크㈜직영 재동주유소,서울 종로구 율곡로 58 (경운동),종로구,"{'고급휘발유': '2,029원', '보통휘발유': '1,674원', '경유': '1,579원'}","{'세차장 여부': 'N', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
SK에너지,(주)중앙에너비스 혜화주유소,서울 종로구 창경궁로35길 1,종로구,"{'고급휘발유': '2,055원', '보통휘발유': '1,675원', '경유': '1,575원'}","{'세차장 여부': 'N', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
SK에너지,자하문주유소,서울 종로구 자하문로 248 (부암동),종로구,"{'고급휘발유': '2,055원', '보통휘발유': '1,845원', '경유': '1,715원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
S-OIL,안풍주유소,서울 종로구 자하문로 303,종로구,"{'고급휘발유': '2,059원', '보통휘발유': '1,839원', '경유': '1,719원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
S-OIL,구도일주유소특종,서울 종로구 평창문화로 90 (평창동),종로구,"{'고급휘발유': '2,070원', '보통휘발유': '1,850원', '경유': '1,720원', '실내등유': '1,600원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
GS칼텍스,㈜북악주유소,서울 종로구 평창문화로 137,종로구,"{'고급휘발유': '2,089원', '보통휘발유': '1,889원', '경유': '1,799원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
GS칼텍스,(주)대양씨앤씨 사직주유소,서울 종로구 사직로 65,종로구,"{'고급휘발유': '2,575원', '보통휘발유': '2,375원', '경유': '2,195원', '실내등유': '1,800원'}","{'세차장 여부': 'N', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
S-OIL,다산주유소,서울 중구 다산로 233,중구,"{'고급휘발유': '1,949원', '보통휘발유': '1,739원', '경유': '1,609원', '실내등유': '1,600원'}","{'세차장 여부': 'N', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
SK에너지,약수주유소,서울 중구 다산로 173,중구,"{'고급휘발유': '1,997원', '보통휘발유': '1,797원', '경유': '1,678원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'Y', '편의점 여부': 'N', '24시 영업 여부': 'Y'}"
